starttime	seconds	ctime	dtime	ttime	wait
Tue Aug 03 16:32:41 2021	1627975961	0	840	840	840
Tue Aug 03 16:32:36 2021	1627975956	0	840	840	840
Tue Aug 03 16:32:45 2021	1627975965	0	840	841	840
Tue Aug 03 16:32:41 2021	1627975961	0	840	841	840
Tue Aug 03 16:32:41 2021	1627975961	0	841	841	840
Tue Aug 03 16:32:37 2021	1627975957	0	841	841	840
Tue Aug 03 16:32:44 2021	1627975964	0	841	841	841
Tue Aug 03 16:32:46 2021	1627975966	0	841	841	840
Tue Aug 03 16:32:45 2021	1627975965	0	841	842	841
Tue Aug 03 16:32:45 2021	1627975965	0	842	842	841
Tue Aug 03 16:32:35 2021	1627975955	0	842	842	841
Tue Aug 03 16:32:42 2021	1627975962	0	843	843	843
Tue Aug 03 16:32:35 2021	1627975955	0	843	843	843
Tue Aug 03 16:32:35 2021	1627975955	0	843	843	843
Tue Aug 03 16:32:43 2021	1627975963	0	844	844	843
Tue Aug 03 16:32:42 2021	1627975962	0	844	844	843
Tue Aug 03 16:32:32 2021	1627975952	1	843	845	843
Tue Aug 03 16:32:35 2021	1627975955	0	845	845	844
Tue Aug 03 16:32:43 2021	1627975963	0	845	845	845
Tue Aug 03 16:32:41 2021	1627975961	0	845	846	845
Tue Aug 03 16:32:40 2021	1627975960	0	845	846	845
Tue Aug 03 16:32:44 2021	1627975964	0	846	846	845
Tue Aug 03 16:32:38 2021	1627975958	0	846	846	845
Tue Aug 03 16:32:45 2021	1627975965	0	846	846	845
Tue Aug 03 16:32:36 2021	1627975956	0	847	847	846
Tue Aug 03 16:32:43 2021	1627975963	0	847	847	846
Tue Aug 03 16:32:34 2021	1627975954	0	847	847	847
Tue Aug 03 16:32:40 2021	1627975960	0	847	847	847
Tue Aug 03 16:32:40 2021	1627975960	1	847	848	846
Tue Aug 03 16:32:32 2021	1627975952	3	845	848	845
Tue Aug 03 16:32:35 2021	1627975955	0	848	848	847
Tue Aug 03 16:32:43 2021	1627975963	0	848	848	848
Tue Aug 03 16:32:42 2021	1627975962	0	848	848	847
Tue Aug 03 16:32:44 2021	1627975964	0	848	849	848
Tue Aug 03 16:32:45 2021	1627975965	0	849	849	848
Tue Aug 03 16:32:44 2021	1627975964	0	849	849	848
Tue Aug 03 16:32:36 2021	1627975956	0	849	849	849
Tue Aug 03 16:32:41 2021	1627975961	0	849	849	849
Tue Aug 03 16:32:43 2021	1627975963	0	849	849	849
Tue Aug 03 16:32:34 2021	1627975954	0	849	849	848
Tue Aug 03 16:32:32 2021	1627975952	2	847	850	847
Tue Aug 03 16:32:33 2021	1627975953	0	849	850	849
Tue Aug 03 16:32:36 2021	1627975956	0	850	850	849
Tue Aug 03 16:32:47 2021	1627975967	0	850	850	849
Tue Aug 03 16:32:38 2021	1627975958	0	850	850	849
Tue Aug 03 16:32:38 2021	1627975958	0	850	850	850
Tue Aug 03 16:32:36 2021	1627975956	0	850	850	850
Tue Aug 03 16:32:35 2021	1627975955	0	850	850	850
Tue Aug 03 16:32:43 2021	1627975963	0	850	851	850
Tue Aug 03 16:32:43 2021	1627975963	0	851	851	851
Tue Aug 03 16:32:46 2021	1627975966	0	851	851	851
Tue Aug 03 16:32:44 2021	1627975964	0	852	852	851
Tue Aug 03 16:32:37 2021	1627975957	0	852	852	851
Tue Aug 03 16:32:38 2021	1627975958	0	852	853	852
Tue Aug 03 16:32:32 2021	1627975952	3	851	853	850
Tue Aug 03 16:32:45 2021	1627975965	0	854	854	853
Tue Aug 03 16:32:44 2021	1627975964	1	853	854	853
Tue Aug 03 16:32:32 2021	1627975952	1	853	854	852
Tue Aug 03 16:32:46 2021	1627975966	0	854	854	853
Tue Aug 03 16:32:43 2021	1627975963	0	854	854	854
Tue Aug 03 16:32:45 2021	1627975965	0	855	855	854
Tue Aug 03 16:32:41 2021	1627975961	0	855	855	854
Tue Aug 03 16:32:45 2021	1627975965	0	855	855	854
Tue Aug 03 16:32:44 2021	1627975964	0	855	855	853
Tue Aug 03 16:32:47 2021	1627975967	0	855	855	855
Tue Aug 03 16:32:42 2021	1627975962	0	855	855	855
Tue Aug 03 16:32:36 2021	1627975956	0	855	856	854
Tue Aug 03 16:32:39 2021	1627975959	0	856	857	856
Tue Aug 03 16:32:35 2021	1627975955	0	856	857	847
Tue Aug 03 16:32:39 2021	1627975959	0	857	858	857
Tue Aug 03 16:32:36 2021	1627975956	0	858	858	857
Tue Aug 03 16:32:45 2021	1627975965	0	858	858	858
Tue Aug 03 16:32:36 2021	1627975956	0	858	858	857
Tue Aug 03 16:32:37 2021	1627975957	0	859	859	857
Tue Aug 03 16:32:43 2021	1627975963	0	859	859	858
Tue Aug 03 16:32:39 2021	1627975959	0	859	859	858
Tue Aug 03 16:32:44 2021	1627975964	0	859	859	858
Tue Aug 03 16:32:33 2021	1627975953	0	859	859	859
Tue Aug 03 16:32:33 2021	1627975953	0	859	859	859
Tue Aug 03 16:32:40 2021	1627975960	0	859	860	859
Tue Aug 03 16:32:38 2021	1627975958	0	859	860	858
Tue Aug 03 16:32:46 2021	1627975966	0	859	860	859
Tue Aug 03 16:32:39 2021	1627975959	0	860	860	859
Tue Aug 03 16:32:43 2021	1627975963	0	860	860	859
Tue Aug 03 16:32:43 2021	1627975963	0	860	860	860
Tue Aug 03 16:32:47 2021	1627975967	0	860	860	859
Tue Aug 03 16:32:32 2021	1627975952	1	859	860	859
Tue Aug 03 16:32:45 2021	1627975965	0	860	860	860
Tue Aug 03 16:32:45 2021	1627975965	0	860	861	860
Tue Aug 03 16:32:36 2021	1627975956	0	861	861	860
Tue Aug 03 16:32:45 2021	1627975965	0	861	861	861
Tue Aug 03 16:32:39 2021	1627975959	0	861	861	861
Tue Aug 03 16:32:32 2021	1627975952	0	861	861	861
Tue Aug 03 16:32:44 2021	1627975964	0	861	861	861
Tue Aug 03 16:32:43 2021	1627975963	0	861	861	861
Tue Aug 03 16:32:32 2021	1627975952	1	860	861	860
Tue Aug 03 16:32:44 2021	1627975964	0	862	862	861
Tue Aug 03 16:32:45 2021	1627975965	0	862	862	861
Tue Aug 03 16:32:47 2021	1627975967	0	862	862	861
Tue Aug 03 16:32:41 2021	1627975961	0	862	862	862
Tue Aug 03 16:32:39 2021	1627975959	0	863	863	862
Tue Aug 03 16:32:45 2021	1627975965	0	863	863	862
Tue Aug 03 16:32:43 2021	1627975963	0	863	864	863
Tue Aug 03 16:32:39 2021	1627975959	0	864	864	863
Tue Aug 03 16:32:45 2021	1627975965	0	865	865	865
Tue Aug 03 16:32:44 2021	1627975964	0	865	865	865
Tue Aug 03 16:32:39 2021	1627975959	0	865	865	865
Tue Aug 03 16:32:38 2021	1627975958	0	865	866	865
Tue Aug 03 16:32:47 2021	1627975967	0	866	866	865
Tue Aug 03 16:32:43 2021	1627975963	0	866	866	866
Tue Aug 03 16:32:43 2021	1627975963	0	867	867	866
Tue Aug 03 16:32:47 2021	1627975967	0	867	867	866
Tue Aug 03 16:32:45 2021	1627975965	0	867	867	866
Tue Aug 03 16:32:33 2021	1627975953	0	867	867	866
Tue Aug 03 16:32:47 2021	1627975967	0	867	868	867
Tue Aug 03 16:32:35 2021	1627975955	0	868	868	867
Tue Aug 03 16:32:36 2021	1627975956	0	868	868	867
Tue Aug 03 16:32:43 2021	1627975963	0	868	868	867
Tue Aug 03 16:32:34 2021	1627975954	0	868	868	868
Tue Aug 03 16:32:40 2021	1627975960	0	868	868	868
Tue Aug 03 16:32:47 2021	1627975967	0	868	868	867
Tue Aug 03 16:32:45 2021	1627975965	0	868	869	868
Tue Aug 03 16:32:47 2021	1627975967	0	869	869	868
Tue Aug 03 16:32:35 2021	1627975955	0	869	869	869
Tue Aug 03 16:32:44 2021	1627975964	0	869	869	868
Tue Aug 03 16:32:46 2021	1627975966	0	869	869	868
Tue Aug 03 16:32:47 2021	1627975967	0	869	869	869
Tue Aug 03 16:32:40 2021	1627975960	0	869	869	869
Tue Aug 03 16:32:35 2021	1627975955	0	870	870	869
Tue Aug 03 16:32:39 2021	1627975959	0	870	870	870
Tue Aug 03 16:32:44 2021	1627975964	0	870	870	869
Tue Aug 03 16:32:38 2021	1627975958	0	870	870	870
Tue Aug 03 16:32:34 2021	1627975954	0	871	871	870
Tue Aug 03 16:32:32 2021	1627975952	3	869	871	868
Tue Aug 03 16:32:42 2021	1627975962	0	872	872	871
Tue Aug 03 16:32:39 2021	1627975959	0	872	872	871
Tue Aug 03 16:32:33 2021	1627975953	0	872	873	872
Tue Aug 03 16:32:33 2021	1627975953	0	872	873	872
Tue Aug 03 16:32:46 2021	1627975966	0	873	873	872
Tue Aug 03 16:32:45 2021	1627975965	0	873	873	872
Tue Aug 03 16:32:39 2021	1627975959	1	874	875	873
Tue Aug 03 16:32:39 2021	1627975959	0	875	875	874
Tue Aug 03 16:32:33 2021	1627975953	0	875	875	875
Tue Aug 03 16:32:40 2021	1627975960	0	875	875	875
Tue Aug 03 16:32:42 2021	1627975962	0	875	875	875
Tue Aug 03 16:32:32 2021	1627975952	1	875	875	874
Tue Aug 03 16:32:39 2021	1627975959	0	877	877	876
Tue Aug 03 16:32:39 2021	1627975959	0	877	877	876
Tue Aug 03 16:32:40 2021	1627975960	0	878	879	878
Tue Aug 03 16:32:39 2021	1627975959	0	879	879	878
Tue Aug 03 16:32:45 2021	1627975965	0	880	880	879
Tue Aug 03 16:32:42 2021	1627975962	0	880	880	879
Tue Aug 03 16:32:44 2021	1627975964	0	880	880	879
Tue Aug 03 16:32:46 2021	1627975966	0	880	881	879
Tue Aug 03 16:32:38 2021	1627975958	0	881	881	880
Tue Aug 03 16:32:33 2021	1627975953	0	881	881	881
Tue Aug 03 16:32:38 2021	1627975958	0	881	881	881
Tue Aug 03 16:32:46 2021	1627975966	0	882	882	881
Tue Aug 03 16:32:45 2021	1627975965	0	882	882	881
Tue Aug 03 16:32:44 2021	1627975964	0	882	882	881
Tue Aug 03 16:32:43 2021	1627975963	0	882	882	881
Tue Aug 03 16:32:41 2021	1627975961	0	882	883	882
Tue Aug 03 16:32:44 2021	1627975964	0	882	883	881
Tue Aug 03 16:32:45 2021	1627975965	0	883	883	882
Tue Aug 03 16:32:44 2021	1627975964	0	883	883	882
Tue Aug 03 16:32:47 2021	1627975967	0	884	884	883
Tue Aug 03 16:32:42 2021	1627975962	0	884	884	884
Tue Aug 03 16:32:38 2021	1627975958	0	885	886	885
Tue Aug 03 16:32:36 2021	1627975956	0	886	886	885
Tue Aug 03 16:32:32 2021	1627975952	0	886	886	884
Tue Aug 03 16:32:42 2021	1627975962	0	887	887	887
Tue Aug 03 16:32:32 2021	1627975952	0	888	888	886
Tue Aug 03 16:32:42 2021	1627975962	0	888	889	888
Tue Aug 03 16:32:44 2021	1627975964	0	889	889	888
Tue Aug 03 16:32:40 2021	1627975960	0	889	889	888
Tue Aug 03 16:32:38 2021	1627975958	0	890	890	889
Tue Aug 03 16:32:40 2021	1627975960	0	890	890	889
Tue Aug 03 16:32:43 2021	1627975963	0	890	890	889
Tue Aug 03 16:32:38 2021	1627975958	0	890	890	890
Tue Aug 03 16:32:36 2021	1627975956	0	890	890	890
Tue Aug 03 16:32:44 2021	1627975964	0	891	891	890
Tue Aug 03 16:32:39 2021	1627975959	0	891	891	890
Tue Aug 03 16:32:42 2021	1627975962	0	891	891	891
Tue Aug 03 16:32:35 2021	1627975955	0	892	892	891
Tue Aug 03 16:32:39 2021	1627975959	0	892	892	892
Tue Aug 03 16:32:45 2021	1627975965	0	893	893	892
Tue Aug 03 16:32:39 2021	1627975959	0	893	893	892
Tue Aug 03 16:32:36 2021	1627975956	0	893	893	891
Tue Aug 03 16:32:45 2021	1627975965	0	894	894	893
Tue Aug 03 16:32:45 2021	1627975965	0	894	894	894
Tue Aug 03 16:32:40 2021	1627975960	0	895	895	894
Tue Aug 03 16:32:47 2021	1627975967	0	895	895	894
Tue Aug 03 16:32:42 2021	1627975962	0	895	895	894
Tue Aug 03 16:32:41 2021	1627975961	0	895	895	894
Tue Aug 03 16:32:43 2021	1627975963	1	895	895	894
Tue Aug 03 16:32:40 2021	1627975960	0	896	896	896
Tue Aug 03 16:32:35 2021	1627975955	0	896	897	896
Tue Aug 03 16:32:45 2021	1627975965	0	896	897	896
Tue Aug 03 16:32:32 2021	1627975952	2	895	897	894
Tue Aug 03 16:32:38 2021	1627975958	0	897	897	897
Tue Aug 03 16:32:40 2021	1627975960	0	897	898	897
Tue Aug 03 16:32:47 2021	1627975967	0	898	898	897
Tue Aug 03 16:32:43 2021	1627975963	0	898	899	897
Tue Aug 03 16:32:46 2021	1627975966	0	900	900	899
Tue Aug 03 16:32:33 2021	1627975953	0	900	900	900
Tue Aug 03 16:32:33 2021	1627975953	0	900	901	900
Tue Aug 03 16:32:34 2021	1627975954	0	900	901	900
Tue Aug 03 16:32:37 2021	1627975957	0	901	901	900
Tue Aug 03 16:32:38 2021	1627975958	0	902	902	901
Tue Aug 03 16:32:45 2021	1627975965	0	903	903	902
Tue Aug 03 16:32:43 2021	1627975963	0	904	904	902
Tue Aug 03 16:32:33 2021	1627975953	0	904	904	903
Tue Aug 03 16:32:35 2021	1627975955	0	904	904	903
Tue Aug 03 16:32:42 2021	1627975962	0	904	904	904
Tue Aug 03 16:32:33 2021	1627975953	0	904	904	903
Tue Aug 03 16:32:45 2021	1627975965	0	906	906	905
Tue Aug 03 16:32:46 2021	1627975966	0	906	906	905
Tue Aug 03 16:32:45 2021	1627975965	0	906	906	905
Tue Aug 03 16:32:43 2021	1627975963	0	907	907	906
Tue Aug 03 16:32:39 2021	1627975959	0	907	907	906
Tue Aug 03 16:32:45 2021	1627975965	0	908	908	907
Tue Aug 03 16:32:42 2021	1627975962	0	908	908	908
Tue Aug 03 16:32:36 2021	1627975956	0	909	909	909
Tue Aug 03 16:32:45 2021	1627975965	0	909	909	909
Tue Aug 03 16:32:41 2021	1627975961	0	910	910	909
Tue Aug 03 16:32:41 2021	1627975961	0	911	911	910
Tue Aug 03 16:32:39 2021	1627975959	0	911	911	910
Tue Aug 03 16:32:40 2021	1627975960	0	912	912	911
Tue Aug 03 16:32:32 2021	1627975952	2	910	913	910
Tue Aug 03 16:32:40 2021	1627975960	0	913	913	912
Tue Aug 03 16:32:41 2021	1627975961	0	913	913	913
Tue Aug 03 16:32:34 2021	1627975954	0	913	913	913
Tue Aug 03 16:32:39 2021	1627975959	0	914	914	913
Tue Aug 03 16:32:43 2021	1627975963	0	914	914	914
Tue Aug 03 16:32:45 2021	1627975965	0	915	915	914
Tue Aug 03 16:32:44 2021	1627975964	0	916	916	915
Tue Aug 03 16:32:39 2021	1627975959	0	916	916	915
Tue Aug 03 16:32:40 2021	1627975960	0	916	916	904
Tue Aug 03 16:32:38 2021	1627975958	0	916	916	916
Tue Aug 03 16:32:38 2021	1627975958	0	916	917	916
Tue Aug 03 16:32:36 2021	1627975956	0	917	917	916
Tue Aug 03 16:32:34 2021	1627975954	0	917	917	916
Tue Aug 03 16:32:46 2021	1627975966	0	918	918	917
Tue Aug 03 16:32:46 2021	1627975966	0	919	919	918
Tue Aug 03 16:32:35 2021	1627975955	0	919	919	918
Tue Aug 03 16:32:42 2021	1627975962	0	919	919	918
Tue Aug 03 16:32:35 2021	1627975955	0	919	919	918
Tue Aug 03 16:32:38 2021	1627975958	0	919	919	918
Tue Aug 03 16:32:46 2021	1627975966	0	919	919	919
Tue Aug 03 16:32:33 2021	1627975953	0	919	919	919
Tue Aug 03 16:32:43 2021	1627975963	0	920	920	919
Tue Aug 03 16:32:46 2021	1627975966	0	921	921	920
Tue Aug 03 16:32:42 2021	1627975962	0	921	922	921
Tue Aug 03 16:32:43 2021	1627975963	0	922	922	921
Tue Aug 03 16:32:36 2021	1627975956	0	923	923	922
Tue Aug 03 16:32:45 2021	1627975965	0	924	924	923
Tue Aug 03 16:32:47 2021	1627975967	0	925	925	924
Tue Aug 03 16:32:41 2021	1627975961	0	925	925	924
Tue Aug 03 16:32:42 2021	1627975962	0	925	925	924
Tue Aug 03 16:32:47 2021	1627975967	0	925	925	925
Tue Aug 03 16:32:39 2021	1627975959	0	926	926	925
Tue Aug 03 16:32:41 2021	1627975961	0	926	926	925
Tue Aug 03 16:32:46 2021	1627975966	0	926	926	925
Tue Aug 03 16:32:41 2021	1627975961	0	926	926	926
Tue Aug 03 16:32:46 2021	1627975966	0	926	926	926
Tue Aug 03 16:32:46 2021	1627975966	0	927	927	926
Tue Aug 03 16:32:40 2021	1627975960	0	927	927	927
Tue Aug 03 16:32:43 2021	1627975963	0	927	927	927
Tue Aug 03 16:32:45 2021	1627975965	0	927	928	927
Tue Aug 03 16:32:35 2021	1627975955	0	929	929	928
Tue Aug 03 16:32:36 2021	1627975956	0	929	929	929
Tue Aug 03 16:32:36 2021	1627975956	0	929	930	929
Tue Aug 03 16:32:45 2021	1627975965	0	932	932	931
Tue Aug 03 16:32:42 2021	1627975962	0	932	932	931
Tue Aug 03 16:32:41 2021	1627975961	0	933	933	933
Tue Aug 03 16:32:39 2021	1627975959	0	934	934	933
Tue Aug 03 16:32:45 2021	1627975965	0	934	934	934
Tue Aug 03 16:32:38 2021	1627975958	0	935	935	934
Tue Aug 03 16:32:41 2021	1627975961	0	936	936	936
Tue Aug 03 16:32:45 2021	1627975965	0	936	936	936
Tue Aug 03 16:32:43 2021	1627975963	0	937	937	936
Tue Aug 03 16:32:42 2021	1627975962	0	937	937	936
Tue Aug 03 16:32:39 2021	1627975959	0	937	937	936
Tue Aug 03 16:32:44 2021	1627975964	0	938	938	937
Tue Aug 03 16:32:44 2021	1627975964	0	939	939	938
Tue Aug 03 16:32:45 2021	1627975965	0	939	939	938
Tue Aug 03 16:32:44 2021	1627975964	0	939	939	938
Tue Aug 03 16:32:43 2021	1627975963	0	940	940	939
Tue Aug 03 16:32:45 2021	1627975965	0	940	940	939
Tue Aug 03 16:32:46 2021	1627975966	0	941	941	940
Tue Aug 03 16:32:44 2021	1627975964	0	942	942	941
Tue Aug 03 16:32:41 2021	1627975961	0	942	943	942
Tue Aug 03 16:32:47 2021	1627975967	0	943	943	942
Tue Aug 03 16:32:46 2021	1627975966	0	944	944	943
Tue Aug 03 16:32:48 2021	1627975968	0	945	945	944
Tue Aug 03 16:32:34 2021	1627975954	0	945	946	945
Tue Aug 03 16:32:46 2021	1627975966	0	946	946	945
Tue Aug 03 16:32:43 2021	1627975963	1	945	946	945
Tue Aug 03 16:32:40 2021	1627975960	0	947	948	947
Tue Aug 03 16:32:43 2021	1627975963	0	947	948	947
Tue Aug 03 16:32:40 2021	1627975960	0	948	948	947
Tue Aug 03 16:32:38 2021	1627975958	0	949	949	948
Tue Aug 03 16:32:39 2021	1627975959	0	949	949	948
Tue Aug 03 16:32:40 2021	1627975960	0	949	949	949
Tue Aug 03 16:32:45 2021	1627975965	0	950	951	950
Tue Aug 03 16:32:42 2021	1627975962	0	951	951	951
Tue Aug 03 16:32:46 2021	1627975966	0	951	951	951
Tue Aug 03 16:32:39 2021	1627975959	0	951	952	951
Tue Aug 03 16:32:39 2021	1627975959	0	952	952	943
Tue Aug 03 16:32:41 2021	1627975961	0	953	953	952
Tue Aug 03 16:32:39 2021	1627975959	0	953	953	952
Tue Aug 03 16:32:46 2021	1627975966	0	954	954	952
Tue Aug 03 16:32:38 2021	1627975958	0	954	954	953
Tue Aug 03 16:32:38 2021	1627975958	0	954	954	954
Tue Aug 03 16:32:45 2021	1627975965	0	954	954	954
Tue Aug 03 16:32:45 2021	1627975965	0	954	954	954
Tue Aug 03 16:32:47 2021	1627975967	1	954	954	953
Tue Aug 03 16:32:43 2021	1627975963	0	955	955	954
Tue Aug 03 16:32:39 2021	1627975959	0	955	955	955
Tue Aug 03 16:32:39 2021	1627975959	0	956	956	955
Tue Aug 03 16:32:40 2021	1627975960	0	956	956	955
Tue Aug 03 16:32:48 2021	1627975968	0	956	956	956
Tue Aug 03 16:32:44 2021	1627975964	0	956	957	956
Tue Aug 03 16:32:45 2021	1627975965	0	956	957	956
Tue Aug 03 16:32:40 2021	1627975960	0	959	959	958
Tue Aug 03 16:32:36 2021	1627975956	0	959	959	959
Tue Aug 03 16:32:45 2021	1627975965	0	959	959	959
Tue Aug 03 16:32:38 2021	1627975958	0	959	960	959
Tue Aug 03 16:32:47 2021	1627975967	0	960	960	959
Tue Aug 03 16:32:36 2021	1627975956	0	961	961	961
Tue Aug 03 16:32:40 2021	1627975960	0	963	963	963
Tue Aug 03 16:32:47 2021	1627975967	0	964	965	964
Tue Aug 03 16:32:44 2021	1627975964	0	964	965	964
Tue Aug 03 16:32:46 2021	1627975966	0	965	965	964
Tue Aug 03 16:32:46 2021	1627975966	0	965	965	964
Tue Aug 03 16:32:43 2021	1627975963	0	965	965	964
Tue Aug 03 16:32:42 2021	1627975962	0	967	967	967
Tue Aug 03 16:32:45 2021	1627975965	0	969	969	968
Tue Aug 03 16:32:38 2021	1627975958	0	969	969	968
Tue Aug 03 16:32:45 2021	1627975965	0	969	969	968
Tue Aug 03 16:32:40 2021	1627975960	0	970	970	969
Tue Aug 03 16:32:48 2021	1627975968	0	970	970	970
Tue Aug 03 16:32:44 2021	1627975964	0	970	971	970
Tue Aug 03 16:32:36 2021	1627975956	0	971	971	970
Tue Aug 03 16:32:45 2021	1627975965	0	971	971	971
Tue Aug 03 16:32:46 2021	1627975966	0	971	972	970
Tue Aug 03 16:32:45 2021	1627975965	0	972	972	971
Tue Aug 03 16:32:45 2021	1627975965	0	974	974	973
Tue Aug 03 16:32:47 2021	1627975967	0	974	975	974
Tue Aug 03 16:32:46 2021	1627975966	0	975	975	974
Tue Aug 03 16:32:43 2021	1627975963	0	975	976	975
Tue Aug 03 16:32:33 2021	1627975953	0	975	976	974
Tue Aug 03 16:32:41 2021	1627975961	0	977	977	977
Tue Aug 03 16:32:47 2021	1627975967	0	978	978	977
Tue Aug 03 16:32:44 2021	1627975964	0	978	978	976
Tue Aug 03 16:32:36 2021	1627975956	0	978	978	978
Tue Aug 03 16:32:33 2021	1627975953	0	978	979	978
Tue Aug 03 16:32:37 2021	1627975957	0	979	979	978
Tue Aug 03 16:32:33 2021	1627975953	0	980	980	979
Tue Aug 03 16:32:33 2021	1627975953	0	980	981	980
Tue Aug 03 16:32:36 2021	1627975956	0	980	981	980
Tue Aug 03 16:32:41 2021	1627975961	0	981	981	980
Tue Aug 03 16:32:43 2021	1627975963	0	981	981	981
Tue Aug 03 16:32:40 2021	1627975960	0	981	982	981
Tue Aug 03 16:32:41 2021	1627975961	0	981	982	981
Tue Aug 03 16:32:39 2021	1627975959	0	982	982	981
Tue Aug 03 16:32:45 2021	1627975965	0	982	982	982
Tue Aug 03 16:32:40 2021	1627975960	0	982	982	982
Tue Aug 03 16:32:47 2021	1627975967	1	985	985	984
Tue Aug 03 16:32:47 2021	1627975967	0	986	986	985
Tue Aug 03 16:32:43 2021	1627975963	0	986	986	985
Tue Aug 03 16:32:41 2021	1627975961	0	986	986	986
Tue Aug 03 16:32:40 2021	1627975960	0	986	987	986
Tue Aug 03 16:32:42 2021	1627975962	0	987	987	987
Tue Aug 03 16:32:38 2021	1627975958	0	988	988	987
Tue Aug 03 16:32:46 2021	1627975966	0	988	988	987
Tue Aug 03 16:32:44 2021	1627975964	0	988	988	987
Tue Aug 03 16:32:40 2021	1627975960	0	988	988	987
Tue Aug 03 16:32:47 2021	1627975967	0	988	988	988
Tue Aug 03 16:32:45 2021	1627975965	0	989	989	988
Tue Aug 03 16:32:46 2021	1627975966	0	991	992	991
Tue Aug 03 16:32:41 2021	1627975961	0	992	992	991
Tue Aug 03 16:32:36 2021	1627975956	0	992	992	991
Tue Aug 03 16:32:46 2021	1627975966	0	992	992	992
Tue Aug 03 16:32:41 2021	1627975961	0	993	993	992
Tue Aug 03 16:32:37 2021	1627975957	0	993	993	992
Tue Aug 03 16:32:46 2021	1627975966	0	993	993	993
Tue Aug 03 16:32:45 2021	1627975965	0	993	994	993
Tue Aug 03 16:32:40 2021	1627975960	0	994	994	993
Tue Aug 03 16:32:41 2021	1627975961	0	997	997	997
Tue Aug 03 16:32:39 2021	1627975959	0	997	997	996
Tue Aug 03 16:32:46 2021	1627975966	0	999	999	998
Tue Aug 03 16:32:39 2021	1627975959	0	999	999	999
Tue Aug 03 16:32:43 2021	1627975963	0	1000	1000	1000
Tue Aug 03 16:32:35 2021	1627975955	0	1001	1001	1001
Tue Aug 03 16:32:38 2021	1627975958	0	1002	1002	1001
Tue Aug 03 16:32:46 2021	1627975966	0	1002	1002	1001
Tue Aug 03 16:32:45 2021	1627975965	0	1003	1003	1003
Tue Aug 03 16:32:42 2021	1627975962	0	1003	1003	1003
Tue Aug 03 16:32:32 2021	1627975952	1	1003	1004	1003
Tue Aug 03 16:32:45 2021	1627975965	0	1004	1004	1003
Tue Aug 03 16:32:47 2021	1627975967	0	1005	1005	1004
Tue Aug 03 16:32:39 2021	1627975959	0	1006	1006	1005
Tue Aug 03 16:32:44 2021	1627975964	0	1006	1006	1006
Tue Aug 03 16:32:37 2021	1627975957	0	1006	1007	1006
Tue Aug 03 16:32:42 2021	1627975962	0	1007	1007	1006
Tue Aug 03 16:32:41 2021	1627975961	0	1007	1007	1006
Tue Aug 03 16:32:36 2021	1627975956	0	1007	1007	1006
Tue Aug 03 16:32:35 2021	1627975955	0	1007	1007	1007
Tue Aug 03 16:32:42 2021	1627975962	0	1008	1008	1007
Tue Aug 03 16:32:38 2021	1627975958	0	1008	1008	1008
Tue Aug 03 16:32:47 2021	1627975967	0	1008	1008	1008
Tue Aug 03 16:32:41 2021	1627975961	0	1008	1009	1008
Tue Aug 03 16:32:40 2021	1627975960	0	1009	1009	1009
Tue Aug 03 16:32:45 2021	1627975965	0	1009	1010	1009
Tue Aug 03 16:32:47 2021	1627975967	0	1009	1010	1009
Tue Aug 03 16:32:40 2021	1627975960	0	1010	1010	1009
Tue Aug 03 16:32:40 2021	1627975960	0	1010	1010	1009
Tue Aug 03 16:32:47 2021	1627975967	0	1012	1012	1011
Tue Aug 03 16:32:41 2021	1627975961	0	1012	1012	1012
Tue Aug 03 16:32:40 2021	1627975960	0	1014	1015	1002
Tue Aug 03 16:32:39 2021	1627975959	0	1015	1015	1014
Tue Aug 03 16:32:39 2021	1627975959	0	1015	1016	1015
Tue Aug 03 16:32:42 2021	1627975962	0	1016	1016	1015
Tue Aug 03 16:32:38 2021	1627975958	0	1016	1016	1016
Tue Aug 03 16:32:42 2021	1627975962	0	1017	1017	1016
Tue Aug 03 16:32:43 2021	1627975963	0	1017	1017	1017
Tue Aug 03 16:32:40 2021	1627975960	0	1017	1017	1015
Tue Aug 03 16:32:40 2021	1627975960	0	1017	1018	1017
Tue Aug 03 16:32:45 2021	1627975965	0	1018	1018	1017
Tue Aug 03 16:32:40 2021	1627975960	0	1018	1018	1017
Tue Aug 03 16:32:38 2021	1627975958	0	1018	1018	1017
Tue Aug 03 16:32:45 2021	1627975965	1	1019	1019	1018
Tue Aug 03 16:32:37 2021	1627975957	0	1020	1020	1019
Tue Aug 03 16:32:45 2021	1627975965	0	1020	1020	1019
Tue Aug 03 16:32:36 2021	1627975956	0	1021	1021	1021
Tue Aug 03 16:32:44 2021	1627975964	0	1021	1022	1021
Tue Aug 03 16:32:41 2021	1627975961	0	1022	1022	1021
Tue Aug 03 16:32:46 2021	1627975966	0	1022	1023	1022
Tue Aug 03 16:32:42 2021	1627975962	0	1027	1027	1024
Tue Aug 03 16:32:44 2021	1627975964	0	1028	1028	1027
Tue Aug 03 16:32:44 2021	1627975964	0	1028	1029	1028
Tue Aug 03 16:32:37 2021	1627975957	0	1030	1030	1029
Tue Aug 03 16:32:42 2021	1627975962	0	1032	1032	1031
Tue Aug 03 16:32:45 2021	1627975965	0	1032	1032	1032
