starttime	seconds	ctime	dtime	ttime	wait
Tue Aug 03 16:32:03 2021	1627975923	0	784	784	783
Tue Aug 03 16:32:09 2021	1627975929	0	784	784	783
Tue Aug 03 16:32:12 2021	1627975932	0	784	784	783
Tue Aug 03 16:32:04 2021	1627975924	0	784	784	783
Tue Aug 03 16:32:07 2021	1627975927	0	784	784	783
Tue Aug 03 16:32:02 2021	1627975922	0	784	784	783
Tue Aug 03 16:32:07 2021	1627975927	0	784	784	783
Tue Aug 03 16:32:04 2021	1627975924	0	784	784	783
Tue Aug 03 16:32:08 2021	1627975928	0	784	784	784
Tue Aug 03 16:32:14 2021	1627975934	0	784	784	784
Tue Aug 03 16:32:03 2021	1627975923	0	784	784	784
Tue Aug 03 16:32:12 2021	1627975932	0	784	784	784
Tue Aug 03 16:32:10 2021	1627975930	0	784	785	784
Tue Aug 03 16:32:09 2021	1627975929	0	784	785	784
Tue Aug 03 16:32:00 2021	1627975920	0	784	785	784
Tue Aug 03 16:32:08 2021	1627975928	0	784	785	783
Tue Aug 03 16:32:01 2021	1627975921	0	784	785	784
Tue Aug 03 16:32:10 2021	1627975930	0	785	785	784
Tue Aug 03 16:32:07 2021	1627975927	0	785	785	784
Tue Aug 03 16:32:10 2021	1627975930	0	785	785	784
Tue Aug 03 16:32:07 2021	1627975927	0	785	785	784
Tue Aug 03 16:32:07 2021	1627975927	0	785	785	784
Tue Aug 03 16:32:13 2021	1627975933	0	785	785	784
Tue Aug 03 16:32:08 2021	1627975928	0	785	785	784
Tue Aug 03 16:32:13 2021	1627975933	0	785	785	784
Tue Aug 03 16:32:07 2021	1627975927	0	785	785	785
Tue Aug 03 16:32:08 2021	1627975928	0	785	785	785
Tue Aug 03 16:32:12 2021	1627975932	0	785	785	785
Tue Aug 03 16:32:04 2021	1627975924	0	785	785	785
Tue Aug 03 16:32:12 2021	1627975932	0	785	785	785
Tue Aug 03 16:32:09 2021	1627975929	0	785	785	785
Tue Aug 03 16:32:10 2021	1627975930	0	785	786	783
Tue Aug 03 16:32:07 2021	1627975927	0	785	786	785
Tue Aug 03 16:32:13 2021	1627975933	0	786	786	785
Tue Aug 03 16:32:09 2021	1627975929	0	785	786	785
Tue Aug 03 16:32:12 2021	1627975932	0	786	786	785
Tue Aug 03 16:32:12 2021	1627975932	0	786	786	785
Tue Aug 03 16:32:12 2021	1627975932	0	786	786	785
Tue Aug 03 16:32:10 2021	1627975930	0	786	786	786
Tue Aug 03 16:32:05 2021	1627975925	0	786	786	784
Tue Aug 03 16:32:05 2021	1627975925	0	786	786	785
Tue Aug 03 16:32:08 2021	1627975928	0	786	786	786
Tue Aug 03 16:32:09 2021	1627975929	0	786	786	785
Tue Aug 03 16:32:12 2021	1627975932	0	786	786	785
Tue Aug 03 16:32:12 2021	1627975932	0	786	787	786
Tue Aug 03 16:32:14 2021	1627975934	0	786	787	785
Tue Aug 03 16:32:06 2021	1627975926	1	786	787	785
Tue Aug 03 16:32:07 2021	1627975927	0	787	787	786
Tue Aug 03 16:32:14 2021	1627975934	0	787	787	786
Tue Aug 03 16:32:05 2021	1627975925	0	787	787	786
Tue Aug 03 16:32:06 2021	1627975926	0	787	787	786
Tue Aug 03 16:32:02 2021	1627975922	0	787	787	786
Tue Aug 03 16:32:07 2021	1627975927	0	787	787	786
Tue Aug 03 16:32:10 2021	1627975930	0	786	787	786
Tue Aug 03 16:32:08 2021	1627975928	0	787	787	786
Tue Aug 03 16:32:06 2021	1627975926	0	787	787	786
Tue Aug 03 16:32:13 2021	1627975933	0	787	787	786
Tue Aug 03 16:32:06 2021	1627975926	0	787	787	786
Tue Aug 03 16:32:09 2021	1627975929	0	787	787	786
Tue Aug 03 16:32:10 2021	1627975930	0	787	787	787
Tue Aug 03 16:32:00 2021	1627975920	0	787	787	787
Tue Aug 03 16:32:10 2021	1627975930	0	787	787	787
Tue Aug 03 16:32:07 2021	1627975927	0	787	787	786
Tue Aug 03 16:32:13 2021	1627975933	0	787	788	787
Tue Aug 03 16:32:02 2021	1627975922	0	787	788	787
Tue Aug 03 16:32:13 2021	1627975933	0	788	788	787
Tue Aug 03 16:32:05 2021	1627975925	0	788	788	786
Tue Aug 03 16:32:03 2021	1627975923	0	788	788	788
Tue Aug 03 16:32:10 2021	1627975930	0	788	788	787
Tue Aug 03 16:32:14 2021	1627975934	0	788	788	787
Tue Aug 03 16:32:06 2021	1627975926	0	788	788	787
Tue Aug 03 16:32:07 2021	1627975927	0	788	788	788
Tue Aug 03 16:32:00 2021	1627975920	0	788	789	788
Tue Aug 03 16:32:05 2021	1627975925	0	788	789	786
Tue Aug 03 16:32:12 2021	1627975932	0	788	789	788
Tue Aug 03 16:32:13 2021	1627975933	0	789	789	788
Tue Aug 03 16:32:06 2021	1627975926	0	788	789	788
Tue Aug 03 16:32:08 2021	1627975928	0	788	789	787
Tue Aug 03 16:32:14 2021	1627975934	0	789	789	788
Tue Aug 03 16:31:59 2021	1627975919	2	787	789	787
Tue Aug 03 16:32:10 2021	1627975930	0	789	789	788
Tue Aug 03 16:32:08 2021	1627975928	0	789	789	789
Tue Aug 03 16:32:10 2021	1627975930	0	789	789	789
Tue Aug 03 16:32:13 2021	1627975933	0	789	789	788
Tue Aug 03 16:32:13 2021	1627975933	0	789	790	788
Tue Aug 03 16:32:12 2021	1627975932	0	789	790	789
Tue Aug 03 16:32:05 2021	1627975925	0	789	790	789
Tue Aug 03 16:32:13 2021	1627975933	0	789	790	789
Tue Aug 03 16:32:00 2021	1627975920	0	789	790	789
Tue Aug 03 16:32:13 2021	1627975933	0	789	790	789
Tue Aug 03 16:32:03 2021	1627975923	0	789	790	789
Tue Aug 03 16:32:07 2021	1627975927	0	790	790	789
Tue Aug 03 16:32:10 2021	1627975930	0	790	790	790
Tue Aug 03 16:32:12 2021	1627975932	0	790	790	789
Tue Aug 03 16:32:13 2021	1627975933	0	790	790	789
Tue Aug 03 16:32:09 2021	1627975929	0	790	790	790
Tue Aug 03 16:32:06 2021	1627975926	0	790	790	789
Tue Aug 03 16:32:13 2021	1627975933	0	790	790	790
Tue Aug 03 16:32:10 2021	1627975930	0	790	790	790
Tue Aug 03 16:32:14 2021	1627975934	0	790	790	789
Tue Aug 03 16:32:02 2021	1627975922	0	790	790	788
Tue Aug 03 16:32:14 2021	1627975934	0	790	790	790
Tue Aug 03 16:32:00 2021	1627975920	0	790	790	790
Tue Aug 03 16:32:03 2021	1627975923	0	790	791	790
Tue Aug 03 16:32:13 2021	1627975933	0	790	791	790
Tue Aug 03 16:32:10 2021	1627975930	0	791	791	790
Tue Aug 03 16:32:07 2021	1627975927	0	791	791	790
Tue Aug 03 16:32:13 2021	1627975933	0	791	791	790
Tue Aug 03 16:32:07 2021	1627975927	0	791	791	790
Tue Aug 03 16:32:11 2021	1627975931	0	791	791	790
Tue Aug 03 16:32:14 2021	1627975934	0	791	791	790
Tue Aug 03 16:32:13 2021	1627975933	0	791	791	790
Tue Aug 03 16:32:05 2021	1627975925	0	791	791	790
Tue Aug 03 16:32:09 2021	1627975929	0	791	791	790
Tue Aug 03 16:32:10 2021	1627975930	0	791	791	790
Tue Aug 03 16:32:09 2021	1627975929	0	791	791	790
Tue Aug 03 16:32:08 2021	1627975928	0	791	791	790
Tue Aug 03 16:32:04 2021	1627975924	0	791	791	790
Tue Aug 03 16:32:01 2021	1627975921	0	791	791	789
Tue Aug 03 16:32:05 2021	1627975925	0	791	791	791
Tue Aug 03 16:32:05 2021	1627975925	0	791	791	791
Tue Aug 03 16:32:10 2021	1627975930	0	791	792	791
Tue Aug 03 16:32:10 2021	1627975930	0	792	792	791
Tue Aug 03 16:32:12 2021	1627975932	0	791	792	791
Tue Aug 03 16:32:13 2021	1627975933	0	792	792	791
Tue Aug 03 16:32:12 2021	1627975932	0	792	792	791
Tue Aug 03 16:32:10 2021	1627975930	0	792	792	791
Tue Aug 03 16:32:04 2021	1627975924	0	792	792	792
Tue Aug 03 16:32:08 2021	1627975928	0	792	792	792
Tue Aug 03 16:32:05 2021	1627975925	0	792	792	792
Tue Aug 03 16:32:10 2021	1627975930	0	792	792	791
Tue Aug 03 16:32:02 2021	1627975922	0	792	793	792
Tue Aug 03 16:32:10 2021	1627975930	0	792	793	792
Tue Aug 03 16:32:04 2021	1627975924	0	793	793	792
Tue Aug 03 16:32:00 2021	1627975920	0	793	793	792
Tue Aug 03 16:32:14 2021	1627975934	0	793	793	791
Tue Aug 03 16:32:08 2021	1627975928	0	793	793	792
Tue Aug 03 16:32:08 2021	1627975928	0	793	793	792
Tue Aug 03 16:32:00 2021	1627975920	0	793	793	792
Tue Aug 03 16:32:10 2021	1627975930	0	793	793	793
Tue Aug 03 16:32:13 2021	1627975933	0	793	793	793
Tue Aug 03 16:32:00 2021	1627975920	0	793	793	793
Tue Aug 03 16:32:13 2021	1627975933	0	793	793	792
Tue Aug 03 16:32:04 2021	1627975924	0	793	794	793
Tue Aug 03 16:32:05 2021	1627975925	0	794	794	793
Tue Aug 03 16:32:13 2021	1627975933	0	794	794	793
Tue Aug 03 16:32:14 2021	1627975934	0	794	794	793
Tue Aug 03 16:32:05 2021	1627975925	0	794	794	793
Tue Aug 03 16:32:00 2021	1627975920	0	794	794	794
Tue Aug 03 16:32:10 2021	1627975930	0	794	794	793
Tue Aug 03 16:32:13 2021	1627975933	0	794	794	794
Tue Aug 03 16:32:08 2021	1627975928	0	794	794	793
Tue Aug 03 16:32:13 2021	1627975933	0	794	794	793
Tue Aug 03 16:32:05 2021	1627975925	1	794	795	794
Tue Aug 03 16:32:03 2021	1627975923	0	794	795	794
Tue Aug 03 16:32:05 2021	1627975925	0	795	795	794
Tue Aug 03 16:32:10 2021	1627975930	0	795	795	794
Tue Aug 03 16:32:10 2021	1627975930	0	795	795	794
Tue Aug 03 16:32:06 2021	1627975926	0	795	795	794
Tue Aug 03 16:32:12 2021	1627975932	0	795	795	794
Tue Aug 03 16:32:08 2021	1627975928	0	795	795	794
Tue Aug 03 16:32:05 2021	1627975925	0	795	795	795
Tue Aug 03 16:32:04 2021	1627975924	0	795	795	795
Tue Aug 03 16:32:04 2021	1627975924	0	795	795	794
Tue Aug 03 16:32:09 2021	1627975929	1	795	795	794
Tue Aug 03 16:32:04 2021	1627975924	0	795	795	795
Tue Aug 03 16:32:04 2021	1627975924	0	795	796	795
Tue Aug 03 16:32:02 2021	1627975922	0	796	796	795
Tue Aug 03 16:32:04 2021	1627975924	0	796	796	796
Tue Aug 03 16:32:13 2021	1627975933	0	796	796	794
Tue Aug 03 16:32:06 2021	1627975926	0	796	796	795
Tue Aug 03 16:32:04 2021	1627975924	0	796	796	795
Tue Aug 03 16:32:14 2021	1627975934	0	796	796	796
Tue Aug 03 16:32:07 2021	1627975927	0	796	796	796
Tue Aug 03 16:32:10 2021	1627975930	0	796	796	795
Tue Aug 03 16:32:04 2021	1627975924	0	796	797	796
Tue Aug 03 16:32:02 2021	1627975922	0	796	797	794
Tue Aug 03 16:32:00 2021	1627975920	0	797	797	796
Tue Aug 03 16:32:04 2021	1627975924	0	796	797	796
Tue Aug 03 16:32:00 2021	1627975920	0	797	797	796
Tue Aug 03 16:32:09 2021	1627975929	0	797	797	796
Tue Aug 03 16:32:08 2021	1627975928	0	797	797	796
Tue Aug 03 16:32:08 2021	1627975928	0	797	797	797
Tue Aug 03 16:32:13 2021	1627975933	0	797	797	796
Tue Aug 03 16:32:14 2021	1627975934	0	797	798	797
Tue Aug 03 16:32:08 2021	1627975928	0	797	798	797
Tue Aug 03 16:32:08 2021	1627975928	0	798	798	797
Tue Aug 03 16:32:13 2021	1627975933	0	798	798	797
Tue Aug 03 16:32:00 2021	1627975920	0	798	798	797
Tue Aug 03 16:32:10 2021	1627975930	0	798	798	797
Tue Aug 03 16:32:04 2021	1627975924	0	798	798	796
Tue Aug 03 16:32:14 2021	1627975934	0	798	798	798
Tue Aug 03 16:32:05 2021	1627975925	0	798	798	796
Tue Aug 03 16:32:06 2021	1627975926	0	798	799	798
Tue Aug 03 16:32:10 2021	1627975930	0	799	799	798
Tue Aug 03 16:32:05 2021	1627975925	0	799	799	798
Tue Aug 03 16:32:09 2021	1627975929	0	799	799	798
Tue Aug 03 16:32:09 2021	1627975929	0	799	799	798
Tue Aug 03 16:32:03 2021	1627975923	0	799	799	799
Tue Aug 03 16:32:11 2021	1627975931	0	799	799	798
Tue Aug 03 16:32:09 2021	1627975929	0	799	799	799
Tue Aug 03 16:32:07 2021	1627975927	0	799	799	799
Tue Aug 03 16:32:05 2021	1627975925	0	799	799	799
Tue Aug 03 16:32:14 2021	1627975934	0	799	799	799
Tue Aug 03 16:32:06 2021	1627975926	0	799	800	799
Tue Aug 03 16:32:05 2021	1627975925	0	799	800	799
Tue Aug 03 16:32:10 2021	1627975930	0	799	800	798
Tue Aug 03 16:32:06 2021	1627975926	1	799	800	798
Tue Aug 03 16:32:04 2021	1627975924	0	800	800	799
Tue Aug 03 16:32:02 2021	1627975922	0	800	800	798
Tue Aug 03 16:32:02 2021	1627975922	0	800	800	792
Tue Aug 03 16:32:03 2021	1627975923	0	800	800	799
Tue Aug 03 16:32:13 2021	1627975933	0	800	800	799
Tue Aug 03 16:32:05 2021	1627975925	0	800	800	793
Tue Aug 03 16:32:00 2021	1627975920	0	800	800	799
Tue Aug 03 16:32:05 2021	1627975925	0	800	800	799
Tue Aug 03 16:32:13 2021	1627975933	0	800	800	799
Tue Aug 03 16:32:06 2021	1627975926	0	800	801	800
Tue Aug 03 16:32:08 2021	1627975928	0	801	801	800
Tue Aug 03 16:32:00 2021	1627975920	0	801	801	800
Tue Aug 03 16:32:14 2021	1627975934	0	801	801	800
Tue Aug 03 16:32:08 2021	1627975928	0	801	801	800
Tue Aug 03 16:32:00 2021	1627975920	0	801	801	800
Tue Aug 03 16:32:06 2021	1627975926	0	801	801	800
Tue Aug 03 16:32:04 2021	1627975924	0	801	801	800
Tue Aug 03 16:32:11 2021	1627975931	0	801	801	800
Tue Aug 03 16:32:09 2021	1627975929	0	801	801	801
Tue Aug 03 16:32:14 2021	1627975934	0	801	801	800
Tue Aug 03 16:32:09 2021	1627975929	0	801	801	800
Tue Aug 03 16:32:09 2021	1627975929	0	801	801	801
Tue Aug 03 16:32:09 2021	1627975929	0	801	801	801
Tue Aug 03 16:32:02 2021	1627975922	0	801	801	800
Tue Aug 03 16:32:04 2021	1627975924	0	801	801	801
Tue Aug 03 16:32:13 2021	1627975933	0	801	802	801
Tue Aug 03 16:32:03 2021	1627975923	0	801	802	801
Tue Aug 03 16:32:08 2021	1627975928	0	802	802	801
Tue Aug 03 16:32:08 2021	1627975928	0	802	802	801
Tue Aug 03 16:32:14 2021	1627975934	0	802	802	801
Tue Aug 03 16:32:08 2021	1627975928	0	802	802	801
Tue Aug 03 16:32:08 2021	1627975928	0	802	802	801
Tue Aug 03 16:32:04 2021	1627975924	0	802	802	801
Tue Aug 03 16:32:09 2021	1627975929	0	802	802	802
Tue Aug 03 16:31:59 2021	1627975919	2	800	802	800
Tue Aug 03 16:32:09 2021	1627975929	0	802	802	801
Tue Aug 03 16:32:13 2021	1627975933	0	802	802	802
Tue Aug 03 16:32:04 2021	1627975924	0	802	803	800
Tue Aug 03 16:32:00 2021	1627975920	0	802	803	802
Tue Aug 03 16:32:13 2021	1627975933	0	803	803	802
Tue Aug 03 16:32:05 2021	1627975925	0	802	803	802
Tue Aug 03 16:32:10 2021	1627975930	0	803	803	802
Tue Aug 03 16:32:04 2021	1627975924	0	803	803	802
Tue Aug 03 16:32:09 2021	1627975929	0	803	803	802
Tue Aug 03 16:32:07 2021	1627975927	0	803	803	802
Tue Aug 03 16:32:05 2021	1627975925	0	803	803	803
Tue Aug 03 16:32:12 2021	1627975932	0	803	803	803
Tue Aug 03 16:32:07 2021	1627975927	0	803	803	803
Tue Aug 03 16:32:06 2021	1627975926	0	803	803	802
Tue Aug 03 16:32:09 2021	1627975929	0	803	803	803
Tue Aug 03 16:32:11 2021	1627975931	0	803	803	803
Tue Aug 03 16:32:09 2021	1627975929	0	803	803	803
Tue Aug 03 16:32:13 2021	1627975933	0	803	803	803
Tue Aug 03 16:32:06 2021	1627975926	0	803	803	803
Tue Aug 03 16:32:14 2021	1627975934	0	803	804	803
Tue Aug 03 16:32:08 2021	1627975928	0	803	804	803
Tue Aug 03 16:32:06 2021	1627975926	0	803	804	803
Tue Aug 03 16:31:59 2021	1627975919	2	801	804	801
Tue Aug 03 16:32:00 2021	1627975920	0	803	804	803
Tue Aug 03 16:32:09 2021	1627975929	0	804	804	803
Tue Aug 03 16:32:03 2021	1627975923	0	804	804	803
Tue Aug 03 16:32:09 2021	1627975929	0	804	804	803
Tue Aug 03 16:32:08 2021	1627975928	0	804	804	803
Tue Aug 03 16:32:13 2021	1627975933	0	804	804	803
Tue Aug 03 16:32:00 2021	1627975920	0	804	804	803
Tue Aug 03 16:32:05 2021	1627975925	0	804	804	804
Tue Aug 03 16:32:06 2021	1627975926	0	804	804	804
Tue Aug 03 16:32:03 2021	1627975923	0	804	804	804
Tue Aug 03 16:32:00 2021	1627975920	0	805	805	804
Tue Aug 03 16:32:13 2021	1627975933	0	805	805	804
Tue Aug 03 16:32:07 2021	1627975927	0	805	805	804
Tue Aug 03 16:32:08 2021	1627975928	0	805	805	804
Tue Aug 03 16:32:13 2021	1627975933	0	805	805	805
Tue Aug 03 16:32:10 2021	1627975930	0	805	805	805
Tue Aug 03 16:32:06 2021	1627975926	0	805	806	805
Tue Aug 03 16:32:06 2021	1627975926	0	805	806	805
Tue Aug 03 16:32:13 2021	1627975933	0	806	806	805
Tue Aug 03 16:32:14 2021	1627975934	0	806	806	805
Tue Aug 03 16:32:05 2021	1627975925	0	806	806	805
Tue Aug 03 16:32:09 2021	1627975929	0	806	806	805
Tue Aug 03 16:32:04 2021	1627975924	0	806	806	806
Tue Aug 03 16:32:06 2021	1627975926	0	806	806	806
Tue Aug 03 16:32:10 2021	1627975930	0	806	806	805
Tue Aug 03 16:32:09 2021	1627975929	0	806	806	806
Tue Aug 03 16:32:09 2021	1627975929	0	806	806	806
Tue Aug 03 16:32:00 2021	1627975920	0	806	806	806
Tue Aug 03 16:32:05 2021	1627975925	0	806	806	802
Tue Aug 03 16:32:07 2021	1627975927	0	806	806	806
Tue Aug 03 16:31:59 2021	1627975919	2	804	806	803
Tue Aug 03 16:32:05 2021	1627975925	0	806	806	806
Tue Aug 03 16:32:07 2021	1627975927	0	806	806	806
Tue Aug 03 16:32:03 2021	1627975923	0	806	806	806
Tue Aug 03 16:32:08 2021	1627975928	0	806	806	806
Tue Aug 03 16:32:07 2021	1627975927	0	806	806	806
Tue Aug 03 16:31:59 2021	1627975919	2	805	807	804
Tue Aug 03 16:32:07 2021	1627975927	0	806	807	806
Tue Aug 03 16:32:13 2021	1627975933	0	807	807	805
Tue Aug 03 16:32:00 2021	1627975920	0	807	807	806
Tue Aug 03 16:32:08 2021	1627975928	0	807	807	806
Tue Aug 03 16:32:10 2021	1627975930	0	807	807	806
Tue Aug 03 16:32:06 2021	1627975926	0	807	807	806
Tue Aug 03 16:32:06 2021	1627975926	0	807	807	807
Tue Aug 03 16:32:06 2021	1627975926	0	807	807	807
Tue Aug 03 16:32:06 2021	1627975926	0	807	807	806
Tue Aug 03 16:32:09 2021	1627975929	0	807	807	807
Tue Aug 03 16:32:11 2021	1627975931	0	807	807	807
Tue Aug 03 16:32:05 2021	1627975925	1	807	807	806
Tue Aug 03 16:32:00 2021	1627975920	0	807	807	807
Tue Aug 03 16:32:06 2021	1627975926	0	807	807	807
Tue Aug 03 16:32:13 2021	1627975933	0	807	807	807
Tue Aug 03 16:32:13 2021	1627975933	0	807	807	806
Tue Aug 03 16:32:09 2021	1627975929	0	807	807	806
Tue Aug 03 16:32:01 2021	1627975921	0	807	808	807
Tue Aug 03 16:31:59 2021	1627975919	3	805	808	804
Tue Aug 03 16:32:00 2021	1627975920	0	808	808	805
Tue Aug 03 16:32:08 2021	1627975928	0	808	808	807
Tue Aug 03 16:32:08 2021	1627975928	0	808	808	807
Tue Aug 03 16:32:03 2021	1627975923	0	808	808	807
Tue Aug 03 16:32:13 2021	1627975933	0	808	808	808
Tue Aug 03 16:32:03 2021	1627975923	0	808	808	807
Tue Aug 03 16:32:08 2021	1627975928	0	808	808	807
Tue Aug 03 16:32:08 2021	1627975928	0	808	808	808
Tue Aug 03 16:32:04 2021	1627975924	0	808	808	806
Tue Aug 03 16:32:08 2021	1627975928	0	808	809	808
Tue Aug 03 16:32:07 2021	1627975927	0	808	809	808
Tue Aug 03 16:32:05 2021	1627975925	0	808	809	808
Tue Aug 03 16:31:59 2021	1627975919	1	808	809	807
Tue Aug 03 16:32:09 2021	1627975929	0	808	809	808
Tue Aug 03 16:32:00 2021	1627975920	0	808	809	808
Tue Aug 03 16:32:03 2021	1627975923	0	808	809	808
Tue Aug 03 16:32:00 2021	1627975920	0	808	809	808
Tue Aug 03 16:32:09 2021	1627975929	0	809	809	808
Tue Aug 03 16:32:07 2021	1627975927	0	809	809	808
Tue Aug 03 16:32:02 2021	1627975922	0	809	809	808
Tue Aug 03 16:32:06 2021	1627975926	0	809	809	808
Tue Aug 03 16:32:08 2021	1627975928	0	809	809	808
Tue Aug 03 16:32:08 2021	1627975928	0	809	809	808
Tue Aug 03 16:32:09 2021	1627975929	0	809	809	808
Tue Aug 03 16:32:10 2021	1627975930	0	809	809	808
Tue Aug 03 16:32:08 2021	1627975928	0	809	809	808
Tue Aug 03 16:32:09 2021	1627975929	0	809	809	809
Tue Aug 03 16:32:09 2021	1627975929	0	809	809	808
Tue Aug 03 16:32:05 2021	1627975925	0	809	809	806
Tue Aug 03 16:32:10 2021	1627975930	0	809	809	808
Tue Aug 03 16:32:13 2021	1627975933	0	809	809	809
Tue Aug 03 16:32:07 2021	1627975927	0	809	809	809
Tue Aug 03 16:32:03 2021	1627975923	0	809	809	809
Tue Aug 03 16:32:03 2021	1627975923	0	809	809	809
Tue Aug 03 16:32:09 2021	1627975929	0	809	809	808
Tue Aug 03 16:32:13 2021	1627975933	0	809	810	809
Tue Aug 03 16:32:10 2021	1627975930	0	810	810	809
Tue Aug 03 16:32:01 2021	1627975921	0	810	810	809
Tue Aug 03 16:32:03 2021	1627975923	0	810	810	809
Tue Aug 03 16:32:05 2021	1627975925	1	809	810	809
Tue Aug 03 16:32:13 2021	1627975933	0	810	810	810
Tue Aug 03 16:32:07 2021	1627975927	0	810	811	810
Tue Aug 03 16:32:05 2021	1627975925	0	810	811	809
Tue Aug 03 16:32:04 2021	1627975924	0	811	811	808
Tue Aug 03 16:32:13 2021	1627975933	0	811	811	810
Tue Aug 03 16:32:07 2021	1627975927	0	811	811	810
Tue Aug 03 16:32:08 2021	1627975928	0	811	811	811
Tue Aug 03 16:31:59 2021	1627975919	2	810	811	809
Tue Aug 03 16:32:03 2021	1627975923	0	811	811	811
Tue Aug 03 16:32:03 2021	1627975923	0	811	812	811
Tue Aug 03 16:32:08 2021	1627975928	0	811	812	811
Tue Aug 03 16:32:03 2021	1627975923	0	811	812	811
Tue Aug 03 16:32:09 2021	1627975929	0	811	812	811
Tue Aug 03 16:32:06 2021	1627975926	0	812	812	811
Tue Aug 03 16:32:04 2021	1627975924	0	812	812	811
Tue Aug 03 16:32:13 2021	1627975933	0	812	812	811
Tue Aug 03 16:32:13 2021	1627975933	0	812	812	812
Tue Aug 03 16:32:09 2021	1627975929	0	812	812	812
Tue Aug 03 16:32:00 2021	1627975920	0	812	812	812
Tue Aug 03 16:32:00 2021	1627975920	0	812	812	812
Tue Aug 03 16:32:07 2021	1627975927	0	812	812	811
Tue Aug 03 16:32:10 2021	1627975930	0	812	812	812
Tue Aug 03 16:32:13 2021	1627975933	0	812	813	812
Tue Aug 03 16:32:10 2021	1627975930	0	812	813	812
Tue Aug 03 16:32:09 2021	1627975929	0	812	813	812
Tue Aug 03 16:32:13 2021	1627975933	0	812	813	812
Tue Aug 03 16:32:04 2021	1627975924	0	813	813	812
Tue Aug 03 16:32:03 2021	1627975923	0	813	813	812
Tue Aug 03 16:32:00 2021	1627975920	0	813	813	812
Tue Aug 03 16:32:03 2021	1627975923	0	813	813	812
Tue Aug 03 16:32:00 2021	1627975920	0	813	813	813
Tue Aug 03 16:32:07 2021	1627975927	0	813	813	813
Tue Aug 03 16:32:03 2021	1627975923	0	813	813	813
Tue Aug 03 16:32:10 2021	1627975930	0	813	814	813
Tue Aug 03 16:32:13 2021	1627975933	0	813	814	813
Tue Aug 03 16:32:09 2021	1627975929	0	813	814	813
Tue Aug 03 16:32:03 2021	1627975923	0	813	814	813
Tue Aug 03 16:32:07 2021	1627975927	0	813	814	813
Tue Aug 03 16:32:13 2021	1627975933	0	813	814	813
Tue Aug 03 16:32:14 2021	1627975934	0	813	814	813
Tue Aug 03 16:32:06 2021	1627975926	0	814	814	813
Tue Aug 03 16:32:10 2021	1627975930	0	814	814	813
Tue Aug 03 16:32:10 2021	1627975930	0	814	814	813
Tue Aug 03 16:32:13 2021	1627975933	0	814	814	813
Tue Aug 03 16:32:10 2021	1627975930	0	814	814	813
Tue Aug 03 16:32:04 2021	1627975924	0	814	814	813
Tue Aug 03 16:32:07 2021	1627975927	0	814	814	813
Tue Aug 03 16:32:00 2021	1627975920	0	814	814	813
Tue Aug 03 16:32:06 2021	1627975926	0	814	814	814
Tue Aug 03 16:32:06 2021	1627975926	0	814	814	814
Tue Aug 03 16:32:14 2021	1627975934	0	814	814	813
Tue Aug 03 16:32:07 2021	1627975927	0	814	814	814
Tue Aug 03 16:32:05 2021	1627975925	0	814	815	813
Tue Aug 03 16:32:09 2021	1627975929	0	814	815	814
Tue Aug 03 16:32:10 2021	1627975930	0	814	815	814
Tue Aug 03 16:32:09 2021	1627975929	0	814	815	814
Tue Aug 03 16:32:11 2021	1627975931	0	815	815	814
Tue Aug 03 16:32:14 2021	1627975934	0	815	815	814
Tue Aug 03 16:32:04 2021	1627975924	0	815	815	814
Tue Aug 03 16:32:14 2021	1627975934	0	815	815	814
Tue Aug 03 16:32:02 2021	1627975922	0	815	815	814
Tue Aug 03 16:32:10 2021	1627975930	0	815	815	814
Tue Aug 03 16:32:05 2021	1627975925	0	815	815	815
Tue Aug 03 16:32:14 2021	1627975934	0	815	815	814
Tue Aug 03 16:32:08 2021	1627975928	0	815	815	815
Tue Aug 03 16:32:07 2021	1627975927	0	815	815	815
Tue Aug 03 16:32:00 2021	1627975920	0	815	815	813
Tue Aug 03 16:32:14 2021	1627975934	0	815	815	815
Tue Aug 03 16:32:05 2021	1627975925	0	815	816	814
Tue Aug 03 16:32:06 2021	1627975926	0	815	816	815
Tue Aug 03 16:32:10 2021	1627975930	0	815	816	815
Tue Aug 03 16:32:00 2021	1627975920	0	815	816	815
Tue Aug 03 16:32:14 2021	1627975934	0	816	816	815
Tue Aug 03 16:32:06 2021	1627975926	0	816	816	815
Tue Aug 03 16:32:00 2021	1627975920	0	816	816	815
Tue Aug 03 16:32:03 2021	1627975923	0	816	816	815
Tue Aug 03 16:32:10 2021	1627975930	0	816	816	815
Tue Aug 03 16:32:13 2021	1627975933	0	816	816	815
Tue Aug 03 16:32:03 2021	1627975923	0	816	816	816
Tue Aug 03 16:32:14 2021	1627975934	0	816	816	815
Tue Aug 03 16:32:10 2021	1627975930	0	816	816	816
Tue Aug 03 16:32:00 2021	1627975920	0	816	816	815
Tue Aug 03 16:32:01 2021	1627975921	0	816	816	816
Tue Aug 03 16:32:09 2021	1627975929	0	816	816	815
Tue Aug 03 16:32:06 2021	1627975926	0	816	816	816
Tue Aug 03 16:32:02 2021	1627975922	0	816	816	816
Tue Aug 03 16:32:05 2021	1627975925	0	816	817	816
Tue Aug 03 16:31:59 2021	1627975919	2	815	817	814
